cmp_tuw_id,cmp_gate,cmp_gate_name,cmp_workstream,cmp_task,risk,priority,runtime_readiness_target,integration_order,implementation_batch,repo_absorption_lane,existing_lfos_anchor,github_history_unit,runtime_claim_rule,status
CMP-G6-W06-T014,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Engagement schema/signature status 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-engagement-schema-signature-status-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T015,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,FeeTerms schema + billing handoff 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-feeterms-schema-billing-handoff-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T016,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Intake clearance token issuance 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-intake-clearance-token-issuance-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T017,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,clearance token expiration/stale blocking 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-clearance-token-expiration-stale-blocking-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T018,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,DMS workspace creation blocked before clearance 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-dms-workspace-creation-blocked-before-clearance-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T019,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,CRM summary screen no-conflict/no-billing leak 구현,High,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-crm-summary-screen-no-conflict-no-billing-leak-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T020,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Intake/conflict workspace UI 구현,Medium,P1,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-intake-conflict-workspace-ui-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T021,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Opportunity→Intake→Matter E2E 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-opportunity-intake-matter-e2e-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T022,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,G6 Conversion closeout report 생성,High,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-g6-conversion-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T001,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,TimeEntry.employee_id+matter_id schema 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-timeentry-employee-id-matter-id-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T002,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,TimeEntry draft/submit/approve/lock state machine 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-timeentry-draft-submit-approve-lock-state-machine-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T003,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,TimeEntry API with permission/audit 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-timeentry-api-with-permission-audit-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T004,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,activity signal capture model 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-activity-signal-capture-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T005,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Time candidate generation service 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-time-candidate-generation-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T006,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,RateCard runtime schema 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-ratecard-runtime-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T007,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,CostBasis guarded HRX link 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-costbasis-guarded-hrx-link-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T008,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,FeeArrangement from FeeTerms 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-feearrangement-from-feeterms-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T009,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Expense model/API 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-expense-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T010,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,WIP generation service 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-wip-generation-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T011,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,WIP lock snapshot 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-wip-lock-snapshot-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T012,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,PreBill model/API 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-prebill-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T013,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,PreBill partner review workflow 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-prebill-partner-review-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T014,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Invoice model/API 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-invoice-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T015,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Invoice issue idempotency 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-invoice-issue-idempotency-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T016,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Invoice line generation from WIP 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-invoice-line-generation-from-wip-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T017,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,TaxInvoice model/API 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-taxinvoice-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T018,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Payment import model/API 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-payment-import-model-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T019,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Payment matching service 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-payment-matching-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T020,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,partial matching/reversal 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-partial-matching-reversal-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T021,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,ARBalance model/read model 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-arbalance-model-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T022,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,JournalEntry balanced model 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-journalentry-balanced-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T023,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,SettlementRun model/runtime 구현,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-settlementrun-model-runtime-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T024,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,role-based rate/cost masking 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-role-based-rate-cost-masking-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T025,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,Time-to-cash E2E integration test 구현,Critical,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-time-to-cash-e2e-integration-test-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G7-W07-T026,CMP-G7,Time / Billing / Finance Runtime,W07 Time / Billing / Finance Runtime,G7 Revenue closeout report 생성,High,P0,R4,08,B07-time-billing-finance-runtime,packages/time-expense; packages/billing; packages/payments; packages/settlement; packages/finance-integrations,LFOS-G5-W07-T001..LFOS-G5-W08-T014,branch codex/lawos-cmp-g7-w07; commit/PR slice cmp-g7-w07-g7-revenue-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T001,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,AnalyticsEvent append/read model contract 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-analyticsevent-append-read-model-contract-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T002,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,source object mutation prohibition tests 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-source-object-mutation-prohibition-tests-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T003,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,MatterProfitability read model 구현,Critical,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-matterprofitability-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T004,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,ClientProfitability read model 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-clientprofitability-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T005,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,EmployeeUtilization read model 구현,Critical,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-employeeutilization-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T006,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,Capacity denominator from HRX 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-capacity-denominator-from-hrx-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T007,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,RealizationMetric 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-realizationmetric-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T008,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,AR aging dashboard model 구현,Medium,P1,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-ar-aging-dashboard-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T009,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,Client health read model 구현,Medium,P1,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-client-health-read-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T010,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,Billing leakage detection 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-billing-leakage-detection-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T011,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,HR capacity risk dashboard 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-hr-capacity-risk-dashboard-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T012,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,masked cost profitability view 구현,Critical,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-masked-cost-profitability-view-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T013,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,analytics export control 구현,High,P0,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-analytics-export-control-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G8-W08-T014,CMP-G8,Analytics & Profitability Read Models,W08 Analytics & Profitability Read Models,G8 Analytics closeout report 생성,Medium,P1,R4/R5,09,B08a-analytics-profitability-read-models,packages/analytics; apps/web analytics dashboards; docs/launch KPI evidence,LFOS-G6-W09-T001..LFOS-G6-W09-T010,branch codex/lawos-cmp-g8-w08; commit/PR slice cmp-g8-w08-g8-analytics-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G9-W09-T001,CMP-G9,AI/RAG Governance Runtime,W09 AI/RAG Governance Runtime,AI policy schema 구현,Critical,P0,R4/R5,10,B08b-ai-rag-governance-runtime,packages/ai-governance; packages/ai-legal-workflows; packages/search; apps/web AI review surfaces,LFOS-G6-W10-T001..LFOS-G6-W10-T012,branch codex/lawos-cmp-g9-w09; commit/PR slice cmp-g9-w09-ai-policy-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G9-W09-T002,CMP-G9,AI/RAG Governance Runtime,W09 AI/RAG Governance Runtime,Matter sensitivity based model routing 구현,High,P0,R4/R5,10,B08b-ai-rag-governance-runtime,packages/ai-governance; packages/ai-legal-workflows; packages/search; apps/web AI review surfaces,LFOS-G6-W10-T001..LFOS-G6-W10-T012,branch codex/lawos-cmp-g9-w09; commit/PR slice cmp-g9-w09-matter-sensitivity-based-model-routing-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G9-W09-T003,CMP-G9,AI/RAG Governance Runtime,W09 AI/RAG Governance Runtime,RetrievalRequest schema 구현,Critical,P0,R4/R5,10,B08b-ai-rag-governance-runtime,packages/ai-governance; packages/ai-legal-workflows; packages/search; apps/web AI review surfaces,LFOS-G6-W10-T001..LFOS-G6-W10-T012,branch codex/lawos-cmp-g9-w09; commit/PR slice cmp-g9-w09-retrievalrequest-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G9-W09-T004,CMP-G9,AI/RAG Governance Runtime,W09 AI/RAG Governance Runtime,permission-aware retrieval API 구현,Critical,P0,R4/R5,10,B08b-ai-rag-governance-runtime,packages/ai-governance; packages/ai-legal-workflows; packages/search; apps/web AI review surfaces,LFOS-G6-W10-T001..LFOS-G6-W10-T012,branch codex/lawos-cmp-g9-w09; commit/PR slice cmp-g9-w09-permission-aware-retrieval-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G9-W09-T005,CMP-G9,AI/RAG Governance Runtime,W09 AI/RAG Governance Runtime,unauthorized document absence tests 구현,Critical,P0,R4/R5,10,B08b-ai-rag-governance-runtime,packages/ai-governance; packages/ai-legal-workflows; packages/search; apps/web AI review surfaces,LFOS-G6-W10-T001..LFOS-G6-W10-T012,branch codex/lawos-cmp-g9-w09; commit/PR slice cmp-g9-w09-unauthorized-document-absence-tests-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
