screenshot_id,source_file,flow_id,screen_family,implementation_phase,matter_route,audit_status,lowres_similarity,changed_pixel_ratio,white_ratio_delta,blue_ratio_delta,brightness_delta,audit_note
268,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 268.png,invite-teammates,Invite teammates,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin&modal=invite,pixel_baseline_close,0.8974,0.17,0.0941,0.0011,10.2,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
269,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 269.png,invite-teammates,Invite teammates,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin&modal=invite,pixel_baseline_close,0.8974,0.17,0.0845,0.0033,10.11,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
270,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 270.png,invite-teammates,Invite teammates,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin&modal=invite,pixel_baseline_close,0.8976,0.1715,0.0903,0.0006,9.93,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
271,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 271.png,invite-teammates,Invite teammates,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin&modal=invite,pixel_baseline_close,0.8865,0.1972,0.1095,0.0011,13.2,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
272,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 272.png,notifications,Notifications,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9729,0.0445,0.2432,0.0074,2.93,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
273,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 273.png,notifications,Notifications,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9668,0.0753,0.2513,0.0032,2.91,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
274,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 274.png,notifications,Notifications,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9675,0.0747,0.1994,0.0039,2.66,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
275,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 275.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9687,0.0626,0.0798,0.0045,3.18,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
276,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 276.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9649,0.073,0.0376,0.0019,2.09,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
277,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 277.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.8791,0.2306,0.0622,0.1487,23.95,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
278,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 278.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9681,0.0642,0.1355,0.0008,3.46,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
279,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 279.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.8785,0.2292,0.0553,0.1481,24.11,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
280,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 280.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9192,0.1714,0.0147,0.106,14.27,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
281,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 281.png,billing-plan,Billing and plan,"P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.918,0.1791,0.014,0.1118,14.59,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
282,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 282.png,team-members,Team members,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin,pixel_baseline_close,0.9668,0.0635,0.1762,0.0013,3.88,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
283,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 283.png,team-members,Team members,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&modal=remove,pixel_baseline_close,0.9399,0.084,0.0005,0.0002,9.82,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
284,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 284.png,team-members,Team members,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&modal=remove,pixel_baseline_close,0.9255,0.1091,0.0368,0.0002,2.18,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
285,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 285.png,team-members,Team members,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&modal=remove,pixel_baseline_close,0.9256,0.1093,0.0355,0,2.23,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
286,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 286.png,team-members,Team members,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin,pixel_baseline_close,0.965,0.0665,0.1798,0.0004,4.37,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
287,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 287.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile,pixel_baseline_close,0.9305,0.1361,0.2494,0.0867,9.83,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
288,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 288.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile,pixel_baseline_close,0.9619,0.0965,0.252,0.0024,7.24,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
289,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 289.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile,pixel_baseline_close,0.9612,0.0807,0.0646,0.0007,4,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
290,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 290.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile&modal=profilePicture,pixel_baseline_close,0.9106,0.1951,0.0276,0.0165,6.88,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
291,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 291.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile&modal=profilePicture,pixel_baseline_close,0.9062,0.1955,0.0266,0.0065,8.02,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
292,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 292.png,profile-settings,Profile settings,"P9 settings, team, billing, profile, notifications",/?locale=en&view=admin&variant=profile,pixel_baseline_close,0.929,0.1361,0.2494,0.0784,10.22,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
293,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 293.png,feedback,Feedback widgets,"P9 settings, team, billing, profile, notifications",/?locale=en&view=home&variant=feedbackStars,pixel_baseline_close,0.9656,0.0879,0.1331,0.0015,2.06,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
294,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 294.png,feedback,Feedback widgets,"P9 settings, team, billing, profile, notifications",/?locale=en&view=home&variant=feedbackComment,pixel_baseline_close,0.966,0.0863,0.1302,0.003,2.12,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
295,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 295.png,feedback,Feedback widgets,"P9 settings, team, billing, profile, notifications",/?locale=en&view=home&variant=feedbackFilled,pixel_baseline_close,0.9658,0.0874,0.1285,0.0002,2.11,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
296,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 296.png,feedback,Feedback widgets,"P9 settings, team, billing, profile, notifications",/?locale=en&view=home&variant=feedbackThanks,pixel_baseline_close,0.9654,0.0879,0.1428,0.0028,2.23,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
297,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 297.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&view=home&modal=themePreferences,pixel_baseline_close,0.9379,0.1101,0.0054,0.0115,9.65,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
298,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 298.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&theme=dark&view=dark,pixel_baseline_close,0.8944,0.3002,0.019,0.0005,2.38,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
299,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 299.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&theme=dark&view=dark,pixel_baseline_close,0.9495,0.0944,0.0015,0.0002,5.06,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
300,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 300.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&theme=dark&view=dark&variant=darkTemplates,pixel_baseline_close,0.8877,0.2739,0.0708,0.0149,5.42,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
301,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 301.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&theme=dark&view=dark,pixel_baseline_close,0.9556,0.0936,0,0.0009,2.01,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
302,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 302.png,theme-dark-mode,Theme and dark mode,P10 dark theme and preference parity,/?locale=en&theme=dark&view=dark,pixel_baseline_close,0.9537,0.1011,0,0.0069,4.87,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
303,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 303.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9253,0.1368,0.0719,0.0136,10.89,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
304,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 304.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9252,0.1371,0.071,0.0155,10.93,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
305,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 305.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9225,0.1447,0.0686,0.0057,11.66,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
306,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 306.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9682,0.0411,0.0397,0.0139,4.98,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
307,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 307.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.964,0.0599,0.0372,0.0015,3.86,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
308,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 308.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9632,0.0627,0.0427,0.0014,3.81,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
309,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 309.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9641,0.06,0.0372,0.0015,3.85,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
310,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 310.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.969,0.053,0.0413,0.012,4.15,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
311,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 311.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9682,0.0569,0.0313,0.0157,4.11,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
312,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 312.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9665,0.0548,0.0099,0.0086,3.97,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
313,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 313.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9665,0.0556,0.0002,0.0065,4.11,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
314,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 314.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9707,0.0499,0.0592,0.0162,4.29,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
315,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 315.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9661,0.0603,0.0112,0.0019,3.57,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
316,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 316.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9658,0.0623,0.0131,0.002,3.46,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
317,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 317.png,auth-returning-user,Auth returning user,P2 auth and onboarding flow,/?locale=en&view=auth&authStep=login,pixel_baseline_close,0.9607,0.0611,0.083,0.0159,4.25,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
