screenshot_id,file,flow_id,screen_family,screen_type,ui_elements,matter_destination,implementation_phase,coverage_status,coverage_rule
"250","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 250.png","data-connections-catalog","Data, connections, catalog","event definitions, connection overview, integration catalog and provider cards","event definition table; connection map; integration cards; catalog filters","matter data integrations and event catalog","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"251","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 251.png","data-connections-catalog","Data, connections, catalog","event definitions, connection overview, integration catalog and provider cards","event definition table; connection map; integration cards; catalog filters","matter data integrations and event catalog","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"252","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 252.png","data-connections-catalog","Data, connections, catalog","event definitions, connection overview, integration catalog and provider cards","event definition table; connection map; integration cards; catalog filters","matter data integrations and event catalog","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"253","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 253.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"254","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 254.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"255","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 255.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"256","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 256.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"257","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 257.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"258","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 258.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"259","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 259.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"260","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 260.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"261","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 261.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"262","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 262.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"263","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 263.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"264","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 264.png","flags-and-content","Feature flags and content","home dashboard, feature flags list, session scorecards, all content table/grid, archive modal and toast","feature flag table; all content table; grid card view; archive modal; success toast; session scorecard","workflow flags, content library and archive flow","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"265","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 265.png","global-search","Global search","global search dropdown and search results page","search dropdown; result rows; search page; right filters","global matter search","P1 app shell / navigation / search","planned","must be implemented or componentized; do not ignore"
"266","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 266.png","global-search","Global search","global search dropdown and search results page","search dropdown; result rows; search page; right filters","global matter search","P1 app shell / navigation / search","planned","must be implemented or componentized; do not ignore"
"267","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 267.png","global-search","Global search","global search dropdown and search results page","search dropdown; result rows; search page; right filters","global matter search","P1 app shell / navigation / search","planned","must be implemented or componentized; do not ignore"
"268","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 268.png","invite-teammates","Invite teammates","invite modal variants with email input, permissions, message area and success state","invite modal; email chips; permission select; message field; success toast","firm user invitation","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"269","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 269.png","invite-teammates","Invite teammates","invite modal variants with email input, permissions, message area and success state","invite modal; email chips; permission select; message field; success toast","firm user invitation","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"270","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 270.png","invite-teammates","Invite teammates","invite modal variants with email input, permissions, message area and success state","invite modal; email chips; permission select; message field; success toast","firm user invitation","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"271","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 271.png","invite-teammates","Invite teammates","invite modal variants with email input, permissions, message area and success state","invite modal; email chips; permission select; message field; success toast","firm user invitation","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"272","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 272.png","notifications","Notifications","empty and populated notification center","notification empty state; notification list; timestamp rows; avatar rows","matter notifications","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"273","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 273.png","notifications","Notifications","empty and populated notification center","notification empty state; notification list; timestamp rows; avatar rows","matter notifications","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"274","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 274.png","notifications","Notifications","empty and populated notification center","notification empty state; notification list; timestamp rows; avatar rows","matter notifications","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"275","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 275.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"276","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 276.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"277","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 277.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"278","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 278.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"279","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 279.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"280","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 280.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"281","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 281.png","billing-plan","Billing and plan","plan overview, usage, pricing cards and checkout/upgrade states","plan card; usage chart; pricing columns; checkout panel; upgrade CTA","subscription, usage and billing admin","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"282","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 282.png","team-members","Team members","team member table and remove member confirmation modal variants","team table; role tags; danger modal; remove confirmation","firm team management","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"283","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 283.png","team-members","Team members","team member table and remove member confirmation modal variants","team table; role tags; danger modal; remove confirmation","firm team management","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"284","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 284.png","team-members","Team members","team member table and remove member confirmation modal variants","team table; role tags; danger modal; remove confirmation","firm team management","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"285","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 285.png","team-members","Team members","team member table and remove member confirmation modal variants","team table; role tags; danger modal; remove confirmation","firm team management","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"286","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 286.png","team-members","Team members","team member table and remove member confirmation modal variants","team table; role tags; danger modal; remove confirmation","firm team management","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"287","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 287.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"288","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 288.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"289","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 289.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"290","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 290.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"291","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 291.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"292","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 292.png","profile-settings","Profile settings","profile settings, personal information, notification preferences, year review and profile photo modal","profile form; profile avatar; notification settings; stats card; photo modal","personal account settings","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"293","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 293.png","feedback","Feedback widgets","feedback rating popovers anchored to product chrome","rating popover; comment box; anchored feedback card","in-product feedback","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"294","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 294.png","feedback","Feedback widgets","feedback rating popovers anchored to product chrome","rating popover; comment box; anchored feedback card","in-product feedback","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"295","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 295.png","feedback","Feedback widgets","feedback rating popovers anchored to product chrome","rating popover; comment box; anchored feedback card","in-product feedback","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"296","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 296.png","feedback","Feedback widgets","feedback rating popovers anchored to product chrome","rating popover; comment box; anchored feedback card","in-product feedback","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
"297","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 297.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"298","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 298.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"299","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 299.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"300","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 300.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"301","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 301.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"302","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 302.png","theme-dark-mode","Theme and dark mode","theme preference modal and dark-mode versions of home, templates, content, Ask AI","theme modal; dark topbar; dark sidebar; dark cards; dark charts; dark AI result","light/dark matter theme parity","P10 dark theme and preference parity","planned","must be implemented or componentized; do not ignore"
"303","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 303.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"304","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 304.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"305","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 305.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"306","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 306.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"307","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 307.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"308","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 308.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"309","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 309.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"310","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 310.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"311","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 311.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"312","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 312.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"313","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 313.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"314","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 314.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"315","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 315.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"316","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 316.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
"317","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 317.png","auth-returning-user","Auth returning user","signup, login, forgot password, email confirmation, reset password, password changed and email sent states","auth card; login form; forgot password form; reset password form; validation message; email sent card","complete returning-user auth flow","P2 auth and onboarding flow","planned","must be implemented or componentized; do not ignore"
