tuw_id,gate,gate_name,domain,phase,sprint_window,pr_slice,priority,target_r_level,task,owner_role,target_files,evidence_path,source_status,repo_status,existing_target_state,implementation_gate,acceptance_criteria
CMP-G8-W08-T004,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Employee utilization model,Analytics Lead,packages/analytics/src/employee-utilization.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,capacity denominator test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T005,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Realization metric model,Analytics Lead,packages/analytics/src/realization.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,realization calculation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T006,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,AR aging dashboard API,Analytics Lead,apps/api/src/analytics-read-model-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,finance permission test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T007,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Client health dashboard,Analytics Lead,packages/analytics/src/client-health.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,conflict detail omitted; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T008,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Practice P&L dashboard,Analytics Lead,packages/analytics/src/practice-pl.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,role visibility test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T009,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Analytics export control,Analytics Lead,packages/analytics/src/export-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,export audit + masking test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T010,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Read model refresh job,Analytics Lead,packages/analytics/src/refresh-job.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,freshness SLA test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T011,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P2,R4/R5 candidate,Analytics UI live screens,Analytics Lead,apps/web/src/components/AnalyticsSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-011.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,masked state tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T012,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P2,R4/R5 candidate,G8 API contracts,Analytics Lead,apps/api/test/cmp-r4-g8-analytics.test.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests pass; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T013,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P2,R4/R5 candidate,G8 validator,Analytics Lead,scripts/validate-cmp-r4-g8.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails on source mutation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T014,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P2,R4/R5 candidate,G8 closeout report,Analytics Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g8-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T001,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,AI policy schema runtime,AI Governance Lead,packages/ai-governance/src/model-policy-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,matter sensitivity routing; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T002,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,RetrievalRequest runtime,AI Governance Lead,packages/ai-governance/src/retrieval-request-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,matter required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T003,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Permission-before-AI service,AI Governance Lead,packages/ai-governance/src/permission-aware-retrieval.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,unauthorized doc not retrieved; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T004,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,PromptLog runtime,AI Governance Lead,packages/ai-governance/src/prompt-log-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,prompt audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T005,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,AIOutput runtime,AI Governance Lead,packages/ai-governance/src/output-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,candidate default state test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T006,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Citation ledger runtime,AI Governance Lead,packages/ai-governance/src/citation-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,citation required for confirm; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T007,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Human review queue,AI Governance Lead,packages/ai-governance/src/review-queue-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,confirm/reject audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T008,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,AI disable switch,AI Governance Lead,packages/ai-governance/src/disable-switch.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,switch off test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T009,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Legal workflow model,AI Governance Lead,packages/ai-legal-workflows/src/workflow-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,human approval step test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T010,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Workflow builder UI,AI Governance Lead,apps/web/src/components/AIWorkflowBuilder.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no auto-final test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T011,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,AI output export control,AI Governance Lead,packages/ai-governance/src/export-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,privilege inheritance test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T012,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,RAG evidence viewer,AI Governance Lead,apps/web/src/components/AIReviewSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,source citations visible; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T013,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P1,R4/R5 candidate,Model gateway abstraction,AI Governance Lead,packages/ai-governance/src/model-gateway.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no provider secret leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T014,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P2,R4/R5 candidate,AI audit events,AI Governance Lead,packages/ai-governance/src/audit.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,AI audit completeness; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T015,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P2,R4/R5 candidate,AI API contracts,AI Governance Lead,apps/api/src/ai-rag-governance-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T016,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P2,R4/R5 candidate,G9 validator,AI Governance Lead,scripts/validate-cmp-r4-g9.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails if retrieval lacks permission evidence; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T017,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P2,R4/R5 candidate,G9 closeout report,AI Governance Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g9-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G9-W09-T018,CMP-G9,AI/RAG Governance Runtime,AI Governance,P7,S20,PR-09,P2,R4/R5 candidate,AI safety regression,AI Governance Lead,packages/ai-governance/test/security-regression.test.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g9-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no unauthorized source leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T001,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,ExternalUser runtime,Portal/Data Room Lead,packages/client-portal/src/external-user-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,User/Employee separation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T002,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Portal projection runtime,Portal/Data Room Lead,packages/client-portal/src/projection-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,internal memo excluded; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T003,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,External ACL runtime,Portal/Data Room Lead,packages/client-portal/src/external-acl-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,shared-only access test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T004,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,RFIRequest runtime,Portal/Data Room Lead,packages/client-portal/src/rfi-request-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,due date/status test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T005,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,RFIResponse upload flow,Portal/Data Room Lead,packages/client-portal/src/rfi-response-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,upload permission/virus placeholder; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T006,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Client approval flow,Portal/Data Room Lead,packages/client-portal/src/approval-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approval audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T007,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Secure link viewer,Portal/Data Room Lead,packages/client-portal/src/secure-link-viewer.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,expired/MFA/watermark tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T008,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,DataRoom runtime,Portal/Data Room Lead,packages/data-room/src/data-room-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,room-level ACL test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T009,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,DataRoom projection sync,Portal/Data Room Lead,packages/data-room/src/projection-sync.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,internal fields omitted; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T010,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Portal audit coverage,Portal/Data Room Lead,packages/client-portal/src/audit.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,external event audit tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T011,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Client dashboard projection,Portal/Data Room Lead,packages/client-portal/src/client-dashboard.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,only shared data visible; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T012,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P1,R4/R5 candidate,Portal API contracts,Portal/Data Room Lead,apps/api/src/client-collaboration-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T013,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P2,R4/R5 candidate,Portal UI live screens,Portal/Data Room Lead,apps/web/src/components/PortalSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,external denied states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T014,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P2,R4/R5 candidate,Data room UI,Portal/Data Room Lead,apps/web/src/components/DataRoomSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,projection-only UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T015,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P2,R4/R5 candidate,G10 validator,Portal/Data Room Lead,scripts/validate-cmp-r4-g10.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails on internal memo exposure; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T016,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P2,R4/R5 candidate,G10 closeout report,Portal/Data Room Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g10-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G10-W10-T017,CMP-G10,Portal / Data Room / External Projection Runtime,Portal/Data Room,P7,S21,PR-09,P2,R4/R5 candidate,External penetration negative tests,Portal/Data Room Lead,apps/api/test/cmp-r4-g10-security.test.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g10-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no ID/count leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T001,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Final navigation IA,Frontend/Product Design Lead,apps/web/src/data/nav.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-001.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,nav includes required product areas; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T002,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,App router restructuring,Frontend/Product Design Lead,apps/web/src/App.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-002.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,all routes render without fallback; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T003,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,API client real fetch,Frontend/Product Design Lead,apps/web/src/data/apiClient.js; cmpApiClient.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-003.md,Not Started,partial_target_present,some_declared_targets_present,not_closed,"network failure renders error, no mock fallback; evidence artifact linked; validator passes; no descriptor-only completion claim."
CMP-G11-W11-T004,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Command Center home,Frontend/Product Design Lead,apps/web/src/components/HomeSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-004.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,triangle overview and KPIs; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T005,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Client list screen,Frontend/Product Design Lead,apps/web/src/components/ClientsSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,loading/empty/denied states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T006,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Client dashboard,Frontend/Product Design Lead,apps/web/src/components/ClientDashboard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,sensitive fields masked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T007,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Party profile,Frontend/Product Design Lead,apps/web/src/components/PartyProfile.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,duplicate review state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T008,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P0,R4/R5 candidate,Relationship graph,Frontend/Product Design Lead,apps/web/src/components/RelationshipGraph.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,ACL-trimmed graph; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T009,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Opportunity pipeline,Frontend/Product Design Lead,apps/web/src/components/OpportunityPipeline.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Matter create action absent; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T010,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Intake workspace,Frontend/Product Design Lead,apps/web/src/components/IntakeSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,review-required states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T011,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter home,Frontend/Product Design Lead,apps/web/src/components/MatterCommandCenter.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,team/docs/WIP/risk shown; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T012,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter opening wizard,Frontend/Product Design Lead,apps/web/src/components/MatterOpeningWizard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,stale token blocked UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T013,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter staffing panel,Frontend/Product Design Lead,apps/web/src/components/MatterTeamRoster.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,employee_id displayed; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T014,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Task/deadline board,Frontend/Product Design Lead,apps/web/src/components/MatterTaskBoard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,dual-control UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T015,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter timeline,Frontend/Product Design Lead,apps/web/src/components/MatterTimeline.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,audit source labels; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T016,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,People directory,Frontend/Product Design Lead,apps/web/src/people/employees/EmployeeList.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-016.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,HR-sensitive data hidden; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T017,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Employee profile,Frontend/Product Design Lead,apps/web/src/people/employees/EmployeeProfile.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-017.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,cost masked by role; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T018,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Capacity calendar,Frontend/Product Design Lead,apps/web/src/people/CapacityCalendar.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,unavailable state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T019,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Leave/attendance panel,Frontend/Product Design Lead,apps/web/src/people/leave/LeaveRequestPage.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-019.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,approval UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T020,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Onboarding/offboarding UI,Frontend/Product Design Lead,apps/web/src/people/OnboardingOffboarding.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,revoke status; evidence artifact linked; validator passes; no descriptor-only completion claim.
